0,0,0,0,0,0,0,0,0
0.1,3215,0,0,0,2,25,0,0
5.1,3215,0,0,0,2,172,0,0
10.1,3215,0,0,0,2,242,0,0
15.1,3215,0,0,0,2,294,0,0
20.1,3215,0,0,0,2,338,0,0
25.1,3215,0,0,0,2,377,0,0
30.1,3215,0,0,0,2,411,0,0
35.1,3215,0,0,0,2,443,0,0
40.1,3215,0,0,0,2,472,0,0
45.1,3215,0,0,0,2,499,0,0
50.1,3215,0,0,0,2,524,0,0
55.1,3215,0,0,0,2,548,0,0
60.1,3215,0,0,0,2,570,0,0
65.1,3215,0,0,0,2,592,0,0
70.1,3215,0,0,0,2,612,0,0
75.1,3214,0,0,0,2,632,0,0
80.1,3214,0,0,0,2,651,0,0
85.1,3214,0,0,0,2,669,0,0
90.1,3214,0,0,0,2,686,0,0
95.1,3214,0,0,0,2,702,0,0
100.1,3214,0,0,0,2,719,0,0
105.1,3213,0,0,0,2,734,0,0
110.1,3213,0,0,0,2,749,0,0
115.1,3213,0,0,0,2,764,0,0
120.1,3213,0,0,0,2,778,0,0
125.1,3213,0,0,0,2,792,0,0
130.1,3212,0,0,0,2,805,0,0
135.1,3212,0,0,0,2,818,0,0
140.1,3212,0,0,0,2,830,0,0
145.1,3212,0,0,0,2,843,0,0
150.1,3211,0,0,0,2,855,0,0
155.1,3211,0,0,0,2,866,0,0
160.1,3211,0,0,0,2,878,0,0
165.1,3210,0,0,0,2,889,0,0
170.1,3210,0,0,0,2,900,0,0
175.1,3210,0,0,0,2,910,0,0
180.1,3209,0,0,0,2,920,0,0
185.1,3209,0,0,0,2,931,0,0
190.1,3209,0,0,0,2,940,0,0
195.1,3208,0,0,0,2,950,0,0
200.1,3208,0,0,0,2,960,0,0
205.1,3208,0,0,0,2,969,0,0
210.1,3207,0,0,0,2,978,0,0
215.1,3207,0,0,0,2,987,0,0
220.1,3206,0,0,0,2,995,0,0
225.1,3206,0,0,0,2,1004,0,0
230.1,3206,0,0,0,2,1012,0,0
235.1,3205,0,0,0,2,1021,0,0
240.1,3205,0,0,0,2,1029,0,0
245.1,3204,0,0,0,2,1036,0,0
250.1,3204,0,0,0,2,1044,0,0
255.1,3203,0,0,0,2,1052,0,0
260.1,3203,0,0,0,2,1059,0,0
265.1,3202,0,0,0,2,1067,0,0
270.1,3202,0,0,0,2,1074,0,0
275.1,3201,0,0,0,2,1081,0,0
280.1,3201,0,0,0,2,1088,0,0
285.1,3200,0,0,0,2,1095,0,0
290.1,3200,0,0,0,2,1101,0,0
295.1,3199,0,0,0,2,1108,0,0
300.1,3199,0,0,0,2,1115,0,0
305.1,3198,0,0,0,2,1121,0,0
310.1,3197,0,0,0,2,1127,0,0
315.1,3197,0,0,0,2,1133,0,0
320.1,3196,0,0,0,2,1139,0,0
325.1,3196,0,0,0,2,1145,0,0
330.1,3195,0,0,0,2,1151,0,0
335.1,3194,0,0,0,2,1157,0,0
340.1,3194,0,0,0,2,1163,0,0
345.1,3193,0,0,0,2,1168,0,0
350.1,3192,0,0,0,2,1174,0,0
355.1,3192,0,0,0,2,1179,0,0
360.1,3191,0,0,0,2,1185,0,0
365.1,3190,0,0,0,2,1190,0,0
370.1,3189,0,0,0,2,1195,0,0
375.1,3189,0,0,0,2,1200,0,0
380.1,3188,0,0,0,2,1206,0,0
385.1,3187,0,0,0,2,1210,0,0
390.1,3186,0,0,0,2,1215,0,0
395.1,3185,0,0,0,2,1220,0,0
400.1,3185,0,0,0,2,1225,0,0
405.1,3184,0,0,0,2,1230,0,0
410.1,3183,0,0,0,2,1234,0,0
415.1,3182,0,0,0,2,1239,0,0
420.1,3181,0,0,0,2,1243,0,0
425.1,3180,0,0,0,2,1248,0,0
430.1,3180,0,0,0,2,1252,0,0
435.1,3179,0,0,0,2,1257,0,0
440.1,3178,0,0,0,2,1261,0,0
445.1,3177,0,0,0,2,1265,0,0
450.1,3176,0,0,0,2,1269,0,0
455.1,3175,0,0,0,2,1273,0,0
460.1,3174,0,0,0,2,1277,0,0
465.1,3173,0,0,0,2,1281,0,0
470.1,3172,0,0,0,2,1285,0,0
475.1,3171,0,0,0,2,1289,0,0
480.1,3170,0,0,0,2,1293,0,0
485.1,3169,0,0,0,2,1297,0,0
490.1,3168,0,0,0,2,1301,0,0
495.1,3167,0,0,0,2,1304,0,0
500.1,3166,0,0,0,2,1308,0,0
505.1,3165,0,0,0,2,1311,0,0
510.1,3163,0,0,0,2,1315,0,0
515.1,3162,0,0,0,2,1318,0,0
520.1,3161,0,0,0,2,1322,0,0
525.1,3160,0,0,0,2,1325,0,0
530.1,3159,0,0,0,2,1329,0,0
535.1,3158,0,0,0,2,1332,0,0
540.1,3156,0,0,0,2,1335,0,0
545.1,3155,0,0,0,2,1339,0,0
550.1,3154,0,0,0,2,1342,0,0
555.1,3153,0,0,0,2,1345,0,0
560.1,3151,0,0,0,2,1348,0,0
565.1,3150,0,0,0,2,1351,0,0
570.1,3149,0,0,0,2,1354,0,0
575.1,3148,0,0,0,2,1357,0,0
580.1,3146,0,0,0,2,1360,0,0
585.1,3145,0,0,0,2,1363,0,0
590.1,3143,0,0,0,2,1366,0,0
595.1,3142,0,0,0,2,1369,0,0
600.1,3141,0,0,0,2,1372,0,0
605.1,3139,0,0,0,2,1375,0,0
610.1,3138,0,0,0,2,1377,0,0
615.1,3136,0,0,0,2,1380,0,0
620.1,3135,0,0,0,2,1383,0,0
625.1,3133,0,0,0,2,1386,0,0
630.1,3132,0,0,0,2,1388,0,0
635.1,3130,0,0,0,2,1391,0,0
640.1,3129,0,0,0,2,1393,0,0
645.1,3127,0,0,0,2,1396,0,0
650.1,3125,0,0,0,2,1399,0,0
655.1,3124,0,0,0,2,1401,0,0
660.1,3122,0,0,0,2,1404,0,0
665.1,3120,0,0,0,2,1406,0,0
670.1,3119,0,0,0,2,1408,0,0
675.1,3117,0,0,0,2,1411,0,0
680.1,3115,0,0,0,2,1413,0,0
685.1,3113,0,0,0,2,1416,0,0
690.1,3112,0,0,0,2,1418,0,0
695.1,3110,0,0,0,2,1420,0,0
700.1,3108,0,0,0,2,1422,0,0
705.1,3106,0,0,0,2,1425,0,0
710.1,3104,0,0,0,2,1427,0,0
